2019-03-18 08:26:10,"b""Boeing 'finalizing' anti-stall update after Ethiopia crash - +GENERAL PHYSICS LABORATORY (GPL)\n\nBoeing is finalizin\xe2\x80\xa6 https://t.co/8ctzZw6eFy"""
2019-03-18 08:25:11,b'Ethiopian authorities say black box data from crashed Boeing 737-8 MAX plane shows clear similarities to Indonesia crash.'
2019-03-18 08:25:10,"b""Ethiopia's transport minister says there's a 'clear similarity' between two crashes involving Boeing 737 Max 8 - To\xe2\x80\xa6 https://t.co/mUDDb8nobm"""
2019-03-18 08:23:56,b'Toni: In the news at 10am | Peace &amp; security receives largest portion of SADC budget | Banking union worried about\xe2\x80\xa6 https://t.co/Jtaa551lMe'
2019-03-18 08:23:09,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:20:29,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:18:53,"b'@TUIUK \n\nGood morning, exactly which type of Boeing 737 will be used tonight March 18 for the flight TB7502 from OR\xe2\x80\xa6 https://t.co/pO7wBLw15O'"
2019-03-18 08:18:52,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:17:05,b'RT @travelweekly: \xe2\x80\x98Clear similarities\xe2\x80\x99 between Boeing 737 Max 8 crashes:\n\nPreliminary report into Ethiopian Airlines disaster expected witi\xe2\x80\xa6'
2019-03-18 08:13:55,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:13:40,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:13:11,"b'RT @ABCWorldNews: NEW: Ethiopian officials say preliminary black box data from the doomed Ethiopian Airlines flight shows a ""clear similari\xe2\x80\xa6'"
2019-03-18 08:11:23,"b'Jumping to conclusions is never a good idea. However, in the process of analyzing contributory factors to \xe2\x81\xa6@Boeing\xe2\x81\xa9\xe2\x80\xa6 https://t.co/ZzZZes78t9'"
2019-03-18 08:11:22,b'\xe2\x80\x98Clear similarities\xe2\x80\x99 between Boeing 737 Max 8 crashes:\n\nPreliminary report into Ethiopian Airlines disaster expecte\xe2\x80\xa6 https://t.co/DDbXU2RPTY'
2019-03-18 08:10:43,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:10:11,"b'RT @TwitterMoments: Trump announced an ""emergency order of prohibition"" to ground all Boeing 737 Max 8 and Max 9 aircraft and ""planes assoc\xe2\x80\xa6'"
2019-03-18 08:08:08,"b'RT @TwitterMoments: Trump announced an ""emergency order of prohibition"" to ground all Boeing 737 Max 8 and Max 9 aircraft and ""planes assoc\xe2\x80\xa6'"
2019-03-18 08:06:16,b'\xe2\x80\x98Clear similarities\xe2\x80\x99 between Boeing 737 Max 8 crashes https://t.co/OI66RSwvPX'
2019-03-18 08:06:13,b'RT @YahooSG: Ethiopian Airlines crash: What is the MCAS system on the Boeing 737 Max 8?\n\nhttps://t.co/a5aWrUjn8c https://t.co/wTWDC3EzYY'
2019-03-18 08:04:51,"b""RT @NewsBFM: Ethiopia\xe2\x80\x99s transport minister: Flight data from last week's Ethiopian Airlines tragedy has 'clear similarities' with the Indon\xe2\x80\xa6"""
2019-03-18 08:03:31,"b""RT @WIRED: The black boxes in airplanes contain all data about what's going on on it. They can survive an impact of up to 3,400 Gs, withsta\xe2\x80\xa6"""
